Donor Potential,Donor Name,Demographic,Region,State or Province,City,Postal Code,Donation Date,Donation Amount
High,Bob Harrington,Middle Class,South,North Carolina,Kannapolis,28081,10/31/2016,397.64
High,Kyle Bloom,Middle Class,South,North Carolina,Fort Bragg,28307,11/2/2016,5924.67
Not Specified,Larry Hall,Upper-Middle Class,South,Alabama,Birmingham,35211,11/2/2016,2485.89
High,Julian French,Middle Class,South,Georgia,Warner Robins,31088,11/3/2016,34.21
Low,Jon Ward,Middle Class,South,Florida,Palm Beach Gardens,33403,11/3/2016,358.93
High,Dan Hoover,Upper-Middle Class,South,Alabama,Bessemer,35020,11/4/2016,15.75
Low,Kristine Holden,Upper-Middle Class,South,South Carolina,Mauldin,29662,11/4/2016,375.03
Medium,Eileen Dalton,Upper Class,South,Tennessee,Columbia,38401,11/4/2016,67.28
Medium,Justin Hull,Middle Class,South,Georgia,Gainesville,30501,11/5/2016,75.36
Not Specified,Michelle Steele,Middle Class,South,Alabama,Enterprise,36330,11/5/2016,329.49
High,Daniel Christian,Middle Class,South,Louisiana,New Orleans,70117,11/7/2016,17.93
High,Alison Starr,Middle Class,South,North Carolina,Cornelius,28031,11/8/2016,19.3
High,Sherry Hurley,Middle Class,South,North Carolina,Fayetteville,28314,11/8/2016,59.44
Low,Stuart McLean,Middle Class,South,Florida,Riviera Beach,33404,11/10/2016,49.63
Medium,Ricky W Clements,Middle Class,South,Alabama,Vestavia Hills,35216,11/10/2016,33.6
High,Glenda Rosen,Middle Class,South,Tennessee,La Vergne,37086,11/13/2016,189.79
Low,Regina Langley,Upper Class,South,Georgia,Martinez,30907,11/14/2016,26.83
Medium,Lynn Payne,Middle Class,South,Virginia,Rose Hill,24281,11/14/2016,13685.53
High,Louise Webster Sharma,Upper Class,South,North Carolina,Hickory,28601,11/16/2016,3537.9
Low,Gary Koch,Upper-Middle Class,South,Mississippi,Clinton,39056,11/16/2016,415.71
Low,Paige Mason,Upper Class,South,Virginia,Norfolk,23518,11/16/2016,12.14
Not Specified,Brent Coates,Upper-Middle Class,South,Florida,Margate,33063,11/21/2016,153.98
High,Francis Sherrill,Middle Class,South,North Carolina,Asheville,28806,11/23/2016,27.11
High,Kyle Bloom,Middle Class,South,North Carolina,Fort Bragg,28307,11/23/2016,58.16
Medium,Jimmy Boswell,Middle Class,South,Alabama,Florence,35630,11/23/2016,843.72
Medium,Nelson House,Middle Class,South,Virginia,Harrisonburg,22801,11/24/2016,9.03
Not Specified,Christopher Norton Patterson,Upper Class,South,Georgia,Macon,31204,11/24/2016,25.31
Not Specified,Herbert Currie,Middle Class,South,Florida,Pine Hills,32808,11/24/2016,1445.24
Not Specified,Jesse Farrell,Middle Class,South,Kentucky,Louisville,40214,11/24/2016,384.21
Low,Betsy Owens,Upper Class,South,Louisiana,Bossier City,71111,11/25/2016,78.66
Not Specified,Rosemary Branch,Upper Class,South,Florida,Boca Raton,33433,11/25/2016,69.75
Medium,Anthony Greer,Upper Class,South,Georgia,Columbus,31907,11/26/2016,435.73
Medium,Grace Everett,Upper Class,South,Alabama,Oxford,36203,11/26/2016,110.66
Not Specified,Keith Hobbs,Middle Class,South,Kentucky,Danville,40422,11/28/2016,26.42
Low,Stuart McLean,Middle Class,South,Florida,Riviera Beach,33404,11/29/2016,724.5
Not Specified,Beverly Roberts,Upper Class,South,Georgia,Savannah,31401,11/29/2016,904.31
Low,Mike G Hartman,Middle Class,South,Florida,Pembroke Pines,33024,12/1/2016,542.75
High,Larry Hall,Upper-Middle Class,South,Alabama,Birmingham,35211,12/2/2016,187.42
High,Alan Atkins,Middle Class,South,Florida,Delray Beach,33445,12/3/2016,37.87
High,Dawn Langley Conrad,Middle Class,South,Florida,Port Saint Lucie,34952,12/3/2016,13.1
High,Shawn Stern,Middle Class,South,Virginia,Tysons Corner,22102,12/4/2016,94.97
High,William Woodard,Upper Class,South,Florida,Kendall,33156,12/6/2016,1867.04
High,Joel Burnette,Middle Class,South,Georgia,Dunwoody,30338,12/7/2016,254.42
High,Mike G Hartman,Middle Class,South,Florida,Pembroke Pines,33024,12/8/2016,83.56
High,Edna Pierce,Upper Class,South,North Carolina,Goldsboro,27534,12/9/2016,57.91
Low,Earl Donnelly,Upper Class,South,Louisiana,Slidell,70458,12/10/2016,2180.31
Low,Tracy Buckley,Middle Class,South,Arkansas,North Little Rock,72113,12/10/2016,388.41
High,Ricky Garner,Middle Class,South,Virginia,Herndon,20170,12/11/2016,15.73
Medium,Lee McKenna Gregory,Middle Class,South,South Carolina,Hilton Head Island,29915,12/11/2016,49.37
Not Specified,Max Hubbard,Middle Class,South,Florida,Winter Park,32789,12/11/2016,61.1
Not Specified,Anthony Greer,Upper Class,South,Georgia,Columbus,31907,12/14/2016,47.4
High,Allen Nash,Upper-Middle Class,South,Virginia,Waynesboro,22980,12/15/2016,413.09
High,Kara Tyler,Upper Class,South,Kentucky,Florence,41042,12/15/2016,1859.64
High,Jon Hale,Upper Class,South,Florida,Belle Glade,33430,12/17/2016,89.67
High,Samuel Newman,Upper Class,South,South Carolina,Summerville,29483,12/17/2016,152.93
Medium,Wayne English,Upper Class,South,Louisiana,New Iberia,70560,12/17/2016,15.37
High,Dennis Thornton,Middle Class,South,Georgia,Augusta,30904,12/19/2016,243.79
Low,Laurence Cummings,Upper-Middle Class,South,Florida,Lehigh Acres,33971,12/19/2016,1548.97
High,Earl Alston,Middle Class,South,South Carolina,Greenville,29611,12/20/2016,76.08
High,Jean Frazier,Middle Class,South,Alabama,Tuscaloosa,35401,12/20/2016,25.8
High,Rosemary Stark,Upper Class,South,Georgia,Newnan,30265,12/20/2016,284.39
High,James Fox,Middle Class,South,Tennessee,Franklin,37064,12/21/2016,96.5
High,Ricky W Clements,Upper Class,South,Alabama,Vestavia Hills,35216,12/22/2016,2569.57
Medium,Wesley Cho,Middle Class,South,Virginia,Richmond,23223,12/22/2016,2055.7
Low,Albert Tyson,Middle Class,South,Mississippi,Olive Branch,38654,12/23/2016,4119.8
Not Specified,Dan Lamm,Upper Class,South,North Carolina,Asheboro,27203,12/23/2016,17.61
High,Jon Hale,Upper Class,South,Florida,Belle Glade,33430,12/24/2016,4978.6
Not Specified,Earl Roy,Middle Class,South,Florida,Casselberry,32707,12/26/2016,94.66
High,Cathy Burgess,Upper Class,South,Louisiana,Shreveport,71109,12/29/2016,171.38
High,Lawrence Hester,Middle Class,South,Kentucky,Murray,42071,12/29/2016,1270.7
Low,Carole Creech,Middle Class,South,Florida,Lake Worth,33461,12/30/2016,200.64
Medium,Larry Brock,Middle Class,South,Florida,Hialeah,33012,12/30/2016,151.99
High,Molly Walton Forrest,Middle Class,South,Alabama,Huntsville,35810,1/1/2017,54.62
Low,Mike G Hartman,Middle Class,South,Florida,Pembroke Pines,33024,1/1/2017,1987.71
High,Jon Ward,Middle Class,South,Florida,Palm Beach Gardens,33403,1/2/2017,36.72
High,Rhonda Stein,Middle Class,South,North Carolina,Salisbury,28144,1/4/2017,163.52
High,Shawn E Craig,Middle Class,South,Georgia,Gainesville,30501,1/4/2017,434.52
Not Specified,Vanessa Day,Upper Class,South,Tennessee,Collierville,38017,1/4/2017,268.64
Low,Kent Kerr,Upper-Middle Class,South,Tennessee,Knoxville,37918,1/5/2017,772.56
Not Specified,Cameron Clapp,Upper-Middle Class,South,Florida,Homestead,33030,1/5/2017,449.88
Medium,Tara Powers Underwood,Upper-Middle Class,South,Mississippi,Greenville,38701,1/6/2017,41.34
Medium,Larry Langston,Upper Class,South,South Carolina,Spartanburg,29301,1/7/2017,21.56
High,Earl Alston,Middle Class,South,South Carolina,Greenville,29611,1/8/2017,1757.15
Medium,Benjamin Lam,Middle Class,South,Georgia,Atlanta,30318,1/8/2017,511.25
Low,Joan Floyd,Middle Class,South,Mississippi,Gulfport,39503,1/11/2017,413.66
Medium,Dan Lamm,Upper Class,South,North Carolina,Asheboro,27203,1/11/2017,61.46
High,Kyle Fink,Middle Class,South,Virginia,Petersburg,23805,1/13/2017,1224.1
Medium,Robyn Crawford,Upper-Middle Class,South,Tennessee,Germantown,38138,1/13/2017,676.35
Medium,Steve McKee,Upper-Middle Class,South,Tennessee,Murfreesboro,37130,1/13/2017,52.06
High,Mike T O'Neill,Middle Class,South,South Carolina,North Charleston,29406,1/14/2017,23.9
High,Nicholas Pritchard,Upper Class,South,Tennessee,Bristol,37620,1/14/2017,1241.35
Not Specified,Jordan Wilkinson,Upper Class,South,Kentucky,Florence,41042,1/15/2017,257.52
High,Valerie Siegel,Middle Class,South,Georgia,Woodstock,30188,1/16/2017,1008.53
Not Specified,"Tate, Ruby",Middle Class,South,Florida,Palm Beach Gardens,33403,1/16/2017,88.61
Low,Herbert Holden,Middle Class,South,Georgia,Atlanta,30305,1/17/2017,256.77
High,Dwight Hendricks,Middle Class,South,Florida,Plantation,33317,1/18/2017,604.18
Medium,Elisabeth Shaw,Upper Class,South,Florida,Ormond Beach,32174,1/18/2017,227.04
Low,Brad H Blake,Upper Class,South,Florida,Gainesville,32601,1/21/2017,37.65
Medium,Eileen Dalton,Upper Class,South,Tennessee,Columbia,38401,1/21/2017,613.6
Not Specified,"Morrow, Lynn",Upper-Middle Class,South,Virginia,Salem,24153,1/21/2017,461.69
High,Brad Stark,Middle Class,South,North Carolina,Eden,27288,1/22/2017,252.89
High,Steve McKee,Upper-Middle Class,South,Tennessee,Murfreesboro,37130,1/22/2017,5062.49
High,Tony Woods,Upper Class,South,Florida,Ocoee,34761,1/23/2017,44.52
Medium,Timothy S Connolly,Upper Class,South,North Carolina,Eden,27288,1/23/2017,562.89
High,"Drake, Sue",Upper-Middle Class,South,Arkansas,Searcy,72143,1/26/2017,211.91
High,Kenneth Pollock,Upper Class,South,Virginia,Harrisonburg,22801,1/28/2017,21.77
High,Sandy Gill,Upper-Middle Class,South,Mississippi,Long Beach,39560,1/28/2017,62
High,Wesley Cho,Middle Class,South,Virginia,Richmond,23223,1/28/2017,100.87
Low,Laurence Flowers,Middle Class,South,Mississippi,Biloxi,39530,1/29/2017,300.67
High,Molly Walton Forrest,Upper Class,South,Alabama,Huntsville,35810,1/30/2017,106.65
High,Nathan Jenkins,Middle Class,South,Arkansas,Pine Bluff,71603,2/1/2017,807.49
Low,Tracy Buckley,Middle Class,South,Arkansas,North Little Rock,72113,2/2/2017,105.77
High,Carol Saunders,Upper Class,South,Kentucky,Bowling Green,42104,2/3/2017,946.29
Medium,Dennis Thornton,Upper Class,South,Georgia,Augusta,30904,2/3/2017,67.48
Medium,Elsie Boykin,Middle Class,South,Kentucky,Fort Thomas,41075,2/5/2017,2098.62
Not Specified,Alicia Maynard,Upper-Middle Class,South,Tennessee,Jackson,38301,2/6/2017,824.7
Low,Sandra Berry,Middle Class,South,Mississippi,Meridian,39301,2/7/2017,306.86
Not Specified,Rhonda Bryant,Upper Class,South,Florida,Winter Haven,33881,2/7/2017,3108.3
High,Martha Durham,Upper Class,South,Florida,Saint Cloud,34769,2/8/2017,116.48
High,Tim Blackburn,Middle Class,South,Virginia,Dale City,22193,2/8/2017,1424.62
High,Gina McKnight,Middle Class,South,Tennessee,Farragut,37922,2/9/2017,2674.61
High,Sherry Hurley,Middle Class,South,North Carolina,Fayetteville,28314,2/10/2017,425.88
High,Samuel Newman,Upper Class,South,South Carolina,Summerville,29483,2/11/2017,90.44
High,Glenda Taylor Strauss,Upper Class,South,Florida,Daytona Beach,32114,2/12/2017,5504.64
High,Grace Black,Upper-Middle Class,South,Florida,North Miami Beach,33160,2/12/2017,88.35
Not Specified,Ricky Garner,Middle Class,South,Virginia,Herndon,20170,2/12/2017,12.15
High,Alison Starr,Middle Class,South,North Carolina,Cornelius,28031,2/13/2017,34.47
Medium,Michael Shaffer,Middle Class,South,Florida,Kissimmee,34741,2/13/2017,85.37
High,Virginia Gill,Upper Class,South,Kentucky,Richmond,40475,2/15/2017,302.71
High,Andrew Gonzalez,Middle Class,South,North Carolina,Charlotte,28206,2/16/2017,350.48
High,Ricky Allred,Middle Class,South,South Carolina,Columbia,29203,2/16/2017,1212.88
High,Elsie Dodson,Upper Class,South,Georgia,Peachtree City,30269,2/18/2017,9158.15
High,Brad Stark,Upper-Middle Class,South,North Carolina,Eden,27288,2/19/2017,4920.81
Medium,Dennis Thornton,Upper Class,South,Georgia,Augusta,30904,2/20/2017,124.5
Low,Gail Ellis,Middle Class,South,South Carolina,Rock Hill,29730,2/21/2017,49.8
Medium,Derek Tuttle,Upper Class,South,South Carolina,Aiken,29801,2/23/2017,118.61
High,Faye Manning,Upper Class,South,Florida,Saint Petersburg,33710,2/25/2017,1183.82
High,Gene Caldwell,Upper Class,South,North Carolina,Wake Forest,27587,2/26/2017,199.18
Medium,Nicholas Pritchard,Middle Class,South,Tennessee,Bristol,37620,2/26/2017,45.08
Low,Grace Everett,Upper Class,South,Alabama,Oxford,36203,2/27/2017,1158.91
Medium,Carrie McIntosh,Middle Class,South,Florida,Royal Palm Beach,33411,2/27/2017,1953.18
Not Specified,Kay Abbott,Middle Class,South,Tennessee,Bristol,37620,2/27/2017,155.51
Not Specified,Larry Brock,Middle Class,South,Florida,Hialeah,33012,3/1/2017,475.21
Not Specified,Miriam Bowman,Upper-Middle Class,South,Florida,Hollywood,33021,3/1/2017,10.94
High,Sidney Brewer,Upper-Middle Class,South,Florida,Immokalee,34142,3/2/2017,49.48
Medium,Glenda Taylor Strauss,Upper Class,South,Florida,Daytona Beach,32114,3/4/2017,66.03
High,Natalie Aldridge,Upper Class,South,Florida,Merritt Island,32953,3/5/2017,102.9
High,Victoria Baker Hoover,Middle Class,South,Louisiana,Terrytown,70056,3/5/2017,45.34
High,Julia Haynes,Middle Class,South,North Carolina,Mooresville,28115,3/7/2017,2703.56
Medium,Allan Shields,Middle Class,South,Florida,Seminole,33772,3/7/2017,63.45
Low,Jacqueline Noble,Upper Class,South,Florida,Miami,33181,3/8/2017,13.53
Not Specified,Sandra Faulkner,Middle Class,South,Virginia,Portsmouth,23701,3/9/2017,54.37
High,Donna Block,Upper Class,South,Georgia,Dalton,30721,3/10/2017,69.69
High,Emily Sims,Upper Class,South,Tennessee,Nashville,37211,3/11/2017,1862.4
Low,Grace Everett,Upper Class,South,Alabama,Oxford,36203,3/14/2017,864.7
Medium,Kevin Randall Briggs,Middle Class,South,Florida,Oakland Park,33334,3/14/2017,323.26
Not Specified,Peter McConnell,Middle Class,South,Mississippi,Columbus,39701,3/16/2017,184.24
High,Jacob Burgess,Upper Class,South,North Carolina,Wilson,27893,3/17/2017,345.07
Medium,Colleen Marsh,Upper Class,South,Kentucky,Paducah,42003,3/18/2017,311.41
Not Specified,Larry Langston,Upper Class,South,South Carolina,Spartanburg,29301,3/18/2017,60.21
High,William McDonald,Middle Class,South,Alabama,Mobile,36608,3/20/2017,14.21
Low,James Nicholson,Middle Class,South,Virginia,Annandale,22003,3/20/2017,879.62
Not Specified,Katharine Hudson,Middle Class,South,Tennessee,Clarksville,37042,3/23/2017,282.38
High,Dawn Langley Conrad,Middle Class,South,Florida,Port Saint Lucie,34952,3/24/2017,92.11
High,Cameron Owens,Upper Class,South,Kentucky,Covington,41011,3/28/2017,123
High,Lawrence Hester,Middle Class,South,Kentucky,Murray,42071,3/28/2017,60.01
High,Donna Block,Upper-Middle Class,South,Georgia,Dalton,30721,3/29/2017,89.7
High,Andrew Gonzalez,Middle Class,South,North Carolina,Charlotte,28206,3/30/2017,2103.64
High,Julian Keith Mayer,Middle Class,South,Florida,Sanford,32771,3/30/2017,107.31
High,Ricky Garner,Middle Class,South,Virginia,Herndon,20170,4/1/2017,1323.27
High,Herbert Holden,Middle Class,South,Georgia,Atlanta,30305,4/2/2017,6771.68
Medium,Marc S Liu,Middle Class,South,Louisiana,Marrero,70072,4/5/2017,62.6
Medium,Todd Werner,Middle Class,South,Florida,Royal Palm Beach,33411,4/6/2017,2854.99
High,Carolyn Fisher,Upper Class,South,Arkansas,Sherwood,72116,4/8/2017,33.52
High,Joan Floyd,Upper-Middle Class,South,Mississippi,Gulfport,39503,4/8/2017,172.22
High,Paige Mason,Upper Class,South,Virginia,Norfolk,23518,4/8/2017,255.83
Low,Claudia Webb,Upper Class,South,North Carolina,Indian Trail,28079,4/9/2017,34.16
Medium,Josephine Dalton,Upper-Middle Class,South,Virginia,Richmond,23223,4/9/2017,3194.99
Not Specified,Ralph Harding,Upper-Middle Class,South,Tennessee,Oak Ridge,37830,4/13/2017,13.15
High,Elisabeth Rao,Middle Class,South,North Carolina,Hickory,28601,4/15/2017,92.35
High,Marjorie Burnette,Upper Class,South,Tennessee,Cleveland,37311,4/15/2017,672.34
Not Specified,Dean Solomon,Upper Class,South,North Carolina,Gastonia,28052,4/15/2017,122.28
High,Ted Durham,Middle Class,South,Florida,North Port,34287,4/16/2017,4043.11
Low,Todd D Norris,Upper Class,South,Virginia,Newport News,23602,4/16/2017,255.31
Medium,Victoria Baker Hoover,Upper Class,South,Louisiana,Terrytown,70056,4/16/2017,216.04
High,Dan Hoover,Upper-Middle Class,South,Alabama,Bessemer,35020,4/17/2017,121.97
Medium,Phyllis Little,Upper Class,South,Tennessee,Bartlett,38134,4/17/2017,36.14
Medium,Sidney Gilliam,Middle Class,South,Florida,Riverview,33569,4/20/2017,119.84
Not Specified,Dan McGee,Middle Class,South,Virginia,Reston,20190,4/20/2017,343.78
Low,Regina Langley,Upper Class,South,Georgia,Martinez,30907,4/21/2017,10.12
High,Edna Freeman,Middle Class,South,Virginia,Virginia Beach,23464,4/22/2017,1054.11
High,Marion Jordan,Middle Class,South,Tennessee,Lebanon,37087,4/22/2017,489.72
Medium,Marshall Brandt Briggs,Upper Class,South,Tennessee,Maryville,37804,4/22/2017,798.69
Medium,Dwight Banks,Middle Class,South,Mississippi,Meridian,39301,4/25/2017,87.69
High,Juanita Bennett,Middle Class,South,Florida,Miramar,33023,4/26/2017,35.08
Low,Kyle Bloom,Middle Class,South,North Carolina,Fort Bragg,28307,4/26/2017,1662.32
Medium,Grace Black,Upper-Middle Class,South,Florida,North Miami Beach,33160,4/26/2017,77.2
Medium,Marsha Roy,Upper Class,South,Mississippi,Tupelo,38801,4/27/2017,35.48
Low,Harold Shapiro,Middle Class,South,South Carolina,Taylors,29687,4/28/2017,280.54
Medium,Alison Starr,Middle Class,South,North Carolina,Cornelius,28031,4/28/2017,188.07
High,Milton Pollock,Middle Class,South,Alabama,Gadsden,35904,4/29/2017,698.5
Low,Jackie McCullough,Middle Class,South,Florida,Jacksonville,32216,4/29/2017,358.84
Not Specified,Dan Hoover,Upper-Middle Class,South,Alabama,Bessemer,35020,4/29/2017,602.36
High,Geoffrey Rivera,Upper-Middle Class,South,Virginia,Winchester,22601,4/30/2017,419.27
Low,Charlotte L Doyle,Middle Class,South,Florida,Coral Gables,33134,5/1/2017,742.71
Low,Sharon Thomas,Middle Class,South,Georgia,College Park,30337,5/1/2017,83.93
Not Specified,Christine Carver,Middle Class,South,Florida,North Miami,33161,5/1/2017,10.94
High,Glenda Bowles,Upper Class,South,Arkansas,Russellville,72801,5/2/2017,547.29
Low,Andrea Barr,Upper Class,South,Louisiana,Alexandria,71301,5/2/2017,48.02
High,William Woodard,Upper Class,South,Florida,Kendall,33156,5/5/2017,35.62
Medium,Nelson House,Middle Class,South,Virginia,Harrisonburg,22801,5/6/2017,1506.11
Not Specified,Lee McKenna Gregory,Middle Class,South,South Carolina,Hilton Head Island,29915,5/7/2017,368.84
High,Douglas Gay,Upper-Middle Class,South,Tennessee,Morristown,37814,5/8/2017,483.24
Low,Jerry Webster,Upper Class,South,Florida,Fruit Cove,32259,5/8/2017,2051.68
Low,Edna Freeman,Upper-Middle Class,South,Virginia,Virginia Beach,23464,5/12/2017,10.86
Not Specified,Anthony Han,Upper Class,South,Tennessee,Memphis,38109,5/12/2017,10.59
Medium,Glenda Taylor Strauss,Upper Class,South,Florida,Daytona Beach,32114,5/13/2017,326.35
Medium,Sandra Berry,Middle Class,South,Mississippi,Meridian,39301,5/13/2017,277.84
Low,Kathy Norman,Middle Class,South,Virginia,Arlington,22204,5/14/2017,891.01
Low,Mike G Hartman,Middle Class,South,Florida,Pembroke Pines,33024,5/14/2017,366.37
Medium,Brad Pearce,Middle Class,South,Florida,Deland,32720,5/15/2017,356.27
Medium,Marsha Roy,Upper Class,South,Mississippi,Tupelo,38801,5/16/2017,380.44
Not Specified,Melanie Cooper,Upper Class,South,Florida,North Miami Beach,33160,5/17/2017,347.94
High,Lawrence Hester,Middle Class,South,Kentucky,Murray,42071,5/19/2017,90.98
Not Specified,Anne Schultz,Upper Class,South,Georgia,Athens,30605,5/19/2017,411.38
High,Glenda Rosen,Upper-Middle Class,South,Tennessee,La Vergne,37086,5/20/2017,120.96
High,Robert Rollins,Middle Class,South,Georgia,Newnan,30265,5/21/2017,818.49
High,Yvonne Kenney,Upper-Middle Class,South,Tennessee,Kingsport,37664,5/21/2017,11.59
High,Charlene Reynolds,Upper Class,South,Florida,Davie,33314,5/23/2017,6.24
High,James Craft,Upper-Middle Class,South,Georgia,Smyrna,30080,5/23/2017,56.82
Medium,Jessie Bray,Middle Class,South,Florida,Ormond Beach,32174,5/23/2017,960.75
High,Lynn Morrow,Upper Class,South,Virginia,Salem,24153,5/24/2017,1062.84
Medium,Jimmy Boswell,Middle Class,South,Alabama,Florence,35630,5/25/2017,266.57
Not Specified,Nathan Fox,Middle Class,South,South Carolina,Myrtle Beach,29577,5/25/2017,570.52
Low,Elisabeth Shaw,Upper Class,South,Florida,Ormond Beach,32174,5/27/2017,138.78
Medium,Elsie Boykin,Middle Class,South,Kentucky,Fort Thomas,41075,5/28/2017,920.52
Not Specified,Harriet Bowman,Middle Class,South,South Carolina,Hilton Head Island,29915,5/29/2017,408.66
High,Sharon Long,Upper Class,South,Georgia,Marietta,30062,5/31/2017,801.65
High,Sidney Brewer,Upper-Middle Class,South,Florida,Immokalee,34142,5/31/2017,717.17
High,Shawn Stern,Middle Class,South,Virginia,Tysons Corner,22102,6/3/2017,468.69
Not Specified,Randall Schneider,Upper-Middle Class,South,Mississippi,Vicksburg,39180,6/3/2017,176.53
High,Tara Powers Underwood,Upper-Middle Class,South,Mississippi,Greenville,38701,6/4/2017,321.29
Low,Glenn Jain,Upper Class,South,Florida,Titusville,32780,6/5/2017,122.36
Medium,Nicholas Donnelly,Upper Class,South,Florida,Port Charlotte,33952,6/6/2017,78.46
Medium,Eleanor Swain,Upper-Middle Class,South,North Carolina,Charlotte,28204,6/7/2017,3449.26
High,Edward McKenzie,Upper Class,South,Virginia,Rose Hill,24281,6/8/2017,27.14
High,Linda Peacock,Upper-Middle Class,South,Florida,North Port,34287,6/8/2017,211.98
Not Specified,Sally Padgett,Upper Class,South,Florida,Palm Harbor,34683,6/9/2017,107.35
Medium,Kyle Hoffman,Upper Class,South,Virginia,Waynesboro,22980,6/10/2017,51.19
High,Faye Manning,Middle Class,South,Florida,Saint Petersburg,33710,6/11/2017,201.77
High,Martha Durham,Middle Class,South,Florida,Saint Cloud,34769,6/11/2017,131.82
High,Bonnie Matthews Rowland,Upper Class,South,Florida,Miami,33916,6/13/2017,72.15
High,Jesse Fisher,Middle Class,South,Virginia,Suffolk,23434,6/13/2017,129.76
High,Virginia Gill,Upper Class,South,Kentucky,Richmond,40475,6/13/2017,319.54
Medium,Douglas English,Middle Class,South,Florida,Palm Bay,32905,6/13/2017,93.34
High,Andrew Gonzalez,Middle Class,South,North Carolina,Charlotte,28206,6/15/2017,936.8
High,Ricky Garner,Middle Class,South,Virginia,Herndon,20170,6/15/2017,327.4
Medium,Jane Freeman,Middle Class,South,Florida,Plant City,33566,6/16/2017,282.7
Not Specified,Elsie Dodson,Upper Class,South,Georgia,Peachtree City,30269,6/17/2017,81.48
High,Ashley C Bridges,Upper Class,South,Arkansas,Little Rock,72209,6/18/2017,185.08
High,Sherry Hurley,Middle Class,South,North Carolina,Fayetteville,28314,6/19/2017,202.23
Not Specified,Janet McCullough,Middle Class,South,Florida,Coconut Creek,33063,6/19/2017,627.78
Medium,Marsha Roy,Upper Class,South,Mississippi,Tupelo,38801,6/21/2017,81.99
Not Specified,Vanessa Day,Upper Class,South,Tennessee,Collierville,38017,6/22/2017,52.27
Not Specified,Robert Li,Upper-Middle Class,South,Virginia,Chesapeake,23320,6/23/2017,218.3
Low,Carolyn Bowling,Upper-Middle Class,South,Virginia,Blacksburg,24060,6/24/2017,1576.35
Not Specified,George Yates,Middle Class,South,Alabama,Homewood,35209,6/25/2017,2485.59
Not Specified,Randall Schneider,Upper-Middle Class,South,Mississippi,Vicksburg,39180,6/26/2017,695.07
High,Geoffrey Zhu,Middle Class,South,Tennessee,Kingsport,37664,6/27/2017,62.46
High,Robert Willis,Upper Class,South,North Carolina,Concord,28027,6/27/2017,68.44
Medium,Todd Werner,Middle Class,South,Florida,Royal Palm Beach,33411,6/27/2017,120.51
Not Specified,Peter McConnell,Middle Class,South,Mississippi,Columbus,39701,7/1/2017,805.99
Not Specified,Michael Shaffer,Middle Class,South,Florida,Kissimmee,34741,7/6/2017,83.78
High,Ruby Booth,Upper Class,South,Florida,Winter Haven,33881,7/10/2017,12.86
Low,Barbara Whitfield,Middle Class,South,Virginia,Lynchburg,24501,7/11/2017,29.48
High,Mitchell Ross,Upper-Middle Class,South,Virginia,Burke,22015,7/12/2017,4881.84
High,Norman Ward,Middle Class,South,Florida,Sarasota,34239,7/12/2017,69.22
High,Justin Hull,Middle Class,South,Georgia,Gainesville,30501,7/16/2017,80.98
Medium,Carolyn Fisher,Middle Class,South,Arkansas,Sherwood,72116,7/17/2017,119.26
Medium,Sandra Sharma,Upper-Middle Class,South,Tennessee,Morristown,37814,7/17/2017,1623.05
High,Brad H Blake,Upper Class,South,Florida,Gainesville,32601,7/18/2017,3175.15
High,Ray Cook,Middle Class,South,Louisiana,Alexandria,71301,7/19/2017,100.84
High,Sidney Scarborough,Upper-Middle Class,South,Virginia,Charlottesville,22901,7/19/2017,45.12
High,Christine Wilkerson,Upper Class,South,North Carolina,Chapel Hill,27514,7/20/2017,446.22
High,Martin Kirk,Middle Class,South,Virginia,Chesapeake,23320,7/20/2017,320.75
High,Eleanor Swain,Upper-Middle Class,South,North Carolina,Charlotte,28204,7/22/2017,2434.12
Low,Gene Wu Vaughan,Middle Class,South,South Carolina,Greer,29651,7/22/2017,582.74
High,Lester Erickson Frederick,Upper Class,South,Virginia,Winchester,22601,7/23/2017,116.5
High,Danny Richmond,Middle Class,South,Florida,Miami,33142,7/24/2017,43.46
High,Molly Walton Forrest,Middle Class,South,Alabama,Huntsville,35810,7/25/2017,16.75
High,Theresa Winters,Middle Class,South,Arkansas,Bryant,72022,7/26/2017,7.47
Low,Alfred Singh,Upper Class,South,Virginia,Mechanicsville,23111,7/27/2017,6676.61
Not Specified,Carol Wood,Middle Class,South,Virginia,Alexandria,22304,7/29/2017,16.67
High,Erica Burgess,Upper-Middle Class,South,South Carolina,Florence,29501,7/30/2017,115.4
Low,Kent Kerr,Middle Class,South,Tennessee,Knoxville,37918,7/30/2017,262.76
High,Justin Hull,Middle Class,South,Georgia,Gainesville,30501,8/1/2017,524.27
High,Claudia Webb,Middle Class,South,North Carolina,Indian Trail,28079,8/2/2017,38.98
High,Geoffrey H Wong,Upper Class,South,Georgia,Rome,30161,8/5/2017,392.85
Low,Max Hubbard,Upper Class,South,Florida,Winter Park,32789,8/7/2017,364.53
Medium,Marc S Liu,Middle Class,South,Louisiana,Marrero,70072,8/9/2017,5.21
Medium,Claudia Webb,Middle Class,South,North Carolina,Indian Trail,28079,8/11/2017,155.73
High,Christine Wilkerson,Upper-Middle Class,South,North Carolina,Chapel Hill,27514,8/12/2017,1527.36
Low,Jack Morse,Upper Class,South,Florida,Dunedin,34698,8/12/2017,3213.59
